customerid,churn_probability,actual_churn,tenure,contract,internetservice,monthlycharges,paymentmethod,risk_tier,intervention
7473-ZBDSN,0.07347485786219331,0,14,Two year,No,18.8,Mailed check,Low Risk,Monthly newsletter — standard engagement
5893-PYOLZ,0.07336140976137574,0,56,Two year,DSL,81.8,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
5318-YKDPV,0.07333081842263431,0,43,Two year,DSL,79.15,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
2351-BKRZW,0.0732721026315099,0,43,Two year,DSL,75.2,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
2137-DQMEV,0.07325902401414838,0,68,One year,DSL,44.8,Mailed check,Low Risk,Monthly newsletter — standard engagement
7452-FOLON,0.0732508546484061,0,39,One year,No,25.45,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
4893-GYUJU,0.07320633931712477,0,50,One year,No,19.35,Mailed check,Low Risk,Monthly newsletter — standard engagement
5696-EXCYS,0.07316411624462711,0,17,Two year,No,19.45,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
3230-IUALN,0.07312110470054847,0,45,Two year,DSL,81.0,Mailed check,Low Risk,Monthly newsletter — standard engagement
3401-URHDA,0.07308982925683655,0,51,One year,DSL,59.9,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
8327-WKMIE,0.07306279507581823,0,37,One year,No,20.15,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
6872-HXFNF,0.07300632262199656,0,64,One year,DSL,58.35,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
2808-CHTDM,0.07298913053867588,0,23,Two year,No,25.1,Mailed check,Low Risk,Monthly newsletter — standard engagement
9066-QRSDU,0.07295251259583922,0,69,One year,No,26.3,Electronic check,Low Risk,Monthly newsletter — standard engagement
2664-XJZNO,0.07286359894287103,0,72,Two year,Fiber optic,104.9,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
5148-HKFIR,0.07285080719126387,0,20,Two year,No,19.7,Mailed check,Low Risk,Monthly newsletter — standard engagement
5161-UBZXI,0.07284456937230607,0,69,Two year,Fiber optic,106.35,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
4547-FZJWE,0.07275721958862887,0,55,One year,DSL,59.45,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
3911-RSNHI,0.07260936171997014,0,71,Two year,DSL,61.4,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
6772-WFQRD,0.07254108549556874,0,40,One year,No,20.4,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
6437-UDQJM,0.07252714703483942,0,72,Two year,DSL,84.1,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
6339-RZCBJ,0.07230665730177785,0,48,Two year,DSL,78.9,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
7951-QKZPL,0.07227325279511602,1,33,Two year,No,24.5,Mailed check,Low Risk,Monthly newsletter — standard engagement
9919-FZDED,0.07222660977322701,0,72,Two year,DSL,84.1,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
1089-XZWHH,0.07221895687108368,0,24,Two year,No,19.7,Mailed check,Low Risk,Monthly newsletter — standard engagement
7596-IIWYC,0.07219649124772458,0,27,Two year,No,20.25,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
1866-DIOQZ,0.0720873172015919,0,71,One year,DSL,66.8,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
9150-HEPMB,0.07193453365865536,0,56,One year,DSL,52.7,Mailed check,Low Risk,Monthly newsletter — standard engagement
8331-ZXFOE,0.0717750340199106,0,58,One year,DSL,71.1,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
6603-YRDCJ,0.07168997973869362,0,33,Two year,DSL,61.05,Mailed check,Low Risk,Monthly newsletter — standard engagement
6048-NJXHX,0.07157802348722041,0,41,Two year,No,19.75,Electronic check,Low Risk,Monthly newsletter — standard engagement
3460-TJBWI,0.0715718640315744,0,24,Two year,No,24.2,Mailed check,Low Risk,Monthly newsletter — standard engagement
1813-JYWTO,0.07148987404395848,0,72,Two year,Fiber optic,80.45,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
2239-CGBUZ,0.07148904425092216,0,51,One year,DSL,60.5,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
8008-OTEZX,0.07145308836771559,0,35,One year,No,19.65,Mailed check,Low Risk,Monthly newsletter — standard engagement
5788-YPOEG,0.07144269293920785,0,34,Two year,DSL,84.75,Mailed check,Low Risk,Monthly newsletter — standard engagement
2550-AEVRU,0.07138635645658727,0,57,One year,DSL,53.45,Electronic check,Low Risk,Monthly newsletter — standard engagement
2252-NKNSI,0.07131725703573848,0,52,Two year,DSL,85.15,Mailed check,Low Risk,Monthly newsletter — standard engagement
5158-RIVOP,0.07128376159291451,0,11,Two year,No,20.9,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
2812-REYAT,0.07118411913678377,0,49,One year,No,20.05,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
1265-BCFEO,0.07112312434930688,0,71,Two year,DSL,80.45,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
1552-CZCLL,0.0709589585711672,0,55,Month-to-month,No,20.0,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
3896-ZVNET,0.07086105397435717,0,24,Two year,No,24.7,Mailed check,Low Risk,Monthly newsletter — standard engagement
2266-FUBDZ,0.07085555447239382,0,15,Two year,No,19.35,Mailed check,Low Risk,Monthly newsletter — standard engagement
3935-TBRZZ,0.07074259333667252,0,44,One year,No,25.7,Mailed check,Low Risk,Monthly newsletter — standard engagement
4163-HFTUK,0.07073139921653507,0,51,One year,No,19.1,Electronic check,Low Risk,Monthly newsletter — standard engagement
3133-PZNSR,0.07064130895550871,0,72,Two year,Fiber optic,97.75,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
0064-SUDOG,0.07059033523140178,0,12,Two year,No,20.3,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
4703-MQYKT,0.07058010500832508,0,21,Two year,No,19.6,Mailed check,Low Risk,Monthly newsletter — standard engagement
8510-TMWYB,0.07053690472900455,0,54,Two year,DSL,59.8,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
4178-EGMON,0.07052678991720346,0,70,Two year,Fiber optic,88.0,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
2333-KWEWW,0.070441682294171,0,18,Two year,No,20.05,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
1525-LNLOJ,0.0703765002818614,0,66,Two year,DSL,63.3,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
2324-AALNO,0.07035029361878727,0,48,One year,No,24.55,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
9945-PSVIP,0.07033616971132764,0,25,Two year,No,18.7,Mailed check,Low Risk,Monthly newsletter — standard engagement
1371-OJCEK,0.07033444137297899,0,48,One year,No,24.35,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
4526-EXKKN,0.07031547559332503,0,40,Two year,No,24.6,Mailed check,Low Risk,Monthly newsletter — standard engagement
6828-HMKWP,0.07031342380940526,0,12,Two year,No,21.05,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
7328-OWMOM,0.07030110698107117,0,31,One year,No,20.1,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
4615-PIVVU,0.07019745941553376,0,42,Two year,DSL,66.5,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
6463-HHXJR,0.07015651078161306,0,71,Two year,Fiber optic,100.5,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
4393-GEADV,0.07001674727304476,0,70,Two year,Fiber optic,114.75,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
0230-UBYPQ,0.06996175174254032,0,63,One year,DSL,36.1,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
5924-SNGKP,0.06977482128046948,0,41,One year,No,20.25,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
9258-CNWAC,0.06943009437950497,0,71,Two year,Fiber optic,113.65,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
8398-TBIYD,0.069393290175533,0,72,Two year,Fiber optic,84.7,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
8999-YPYBV,0.06938406905251668,0,45,Two year,DSL,84.35,Mailed check,Low Risk,Monthly newsletter — standard engagement
9447-YPTBX,0.06930574635003373,0,50,One year,No,19.85,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
8932-CZHRQ,0.06928511125670028,0,68,One year,DSL,76.75,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
5322-TEUJK,0.06915160279337795,0,71,Two year,Fiber optic,114.6,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
0565-IYCGT,0.0691165300295897,1,69,One year,DSL,78.6,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
2890-WFBHU,0.06909201241532052,0,59,One year,DSL,79.85,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
6519-ZHPXP,0.0690683330127093,0,72,Two year,Fiber optic,108.3,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
2332-TODQS,0.06901846686654621,0,48,One year,No,25.05,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
6121-TNHBO,0.06896089665402771,0,63,One year,DSL,83.0,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
4573-JKNAE,0.06889525836906477,0,12,Two year,No,19.35,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
4254-QPEDE,0.06884080916612041,0,52,Two year,DSL,66.25,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
1053-MXTTK,0.06882819324369192,0,72,Two year,Fiber optic,108.65,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
0993-OSGPT,0.06880696436832756,0,68,One year,DSL,60.65,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
6203-HBZPA,0.06864250542599169,0,52,Two year,DSL,63.9,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
2984-TBYKU,0.06863467616774187,0,72,Two year,Fiber optic,104.9,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
1934-MKPXS,0.06861702301334888,0,33,One year,No,20.1,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
1699-TLDLZ,0.06849937145215247,0,16,Two year,No,19.7,Mailed check,Low Risk,Monthly newsletter — standard engagement
0513-RBGPE,0.06849206789195274,0,37,Two year,DSL,62.8,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
0057-QBUQH,0.0684260734683521,0,43,Two year,No,25.1,Electronic check,Low Risk,Monthly newsletter — standard engagement
7025-WCBNE,0.0684228063546257,0,47,Two year,DSL,59.6,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
4883-KCPZJ,0.06835029091676974,0,22,Two year,No,25.25,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
2126-GSEGL,0.06822430894152391,0,70,Two year,DSL,84.8,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
3569-VLDHH,0.06820435383262538,0,66,One year,DSL,75.1,Electronic check,Low Risk,Monthly newsletter — standard engagement
2996-XAUVF,0.06812129626855011,0,70,Two year,DSL,40.05,Mailed check,Low Risk,Monthly newsletter — standard engagement
5387-ASZNZ,0.06811486489442505,0,66,One year,DSL,63.85,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
8098-TDCBU,0.06788596338489314,0,42,Two year,No,25.25,Electronic check,Low Risk,Monthly newsletter — standard engagement
6696-YDAYZ,0.06765709462281971,0,16,Two year,No,20.5,Mailed check,Low Risk,Monthly newsletter — standard engagement
4737-HOBAX,0.06758084055508974,0,63,Two year,DSL,79.8,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
3831-YCPUO,0.06753612456122761,0,72,Two year,Fiber optic,109.5,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
4538-WNTMJ,0.0673845516615098,0,46,One year,No,24.95,Mailed check,Low Risk,Monthly newsletter — standard engagement
8207-DMRVL,0.06735530558390522,0,72,Two year,Fiber optic,114.55,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
3280-NMUVX,0.06723250776054236,0,34,One year,No,19.6,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
5451-MHQOF,0.0672224661721733,0,56,One year,No,24.45,Mailed check,Low Risk,Monthly newsletter — standard engagement
2040-XBAVJ,0.0670579585079684,0,72,Two year,Fiber optic,114.45,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
9548-LERKT,0.06697975145422813,0,24,Two year,No,19.75,Mailed check,Low Risk,Monthly newsletter — standard engagement
8144-DGHXP,0.06696826945501887,0,54,Two year,DSL,80.6,Electronic check,Low Risk,Monthly newsletter — standard engagement
2404-JIBFC,0.0668245631470397,0,55,Two year,DSL,85.1,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
4890-VMUAV,0.06677091467791821,0,63,One year,DSL,71.5,Electronic check,Low Risk,Monthly newsletter — standard engagement
5197-LQXXH,0.06667189262579669,0,71,Two year,DSL,83.3,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
4676-WLUHT,0.06659789055277038,0,54,Two year,DSL,46.2,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
0687-ZVTHB,0.06655530333337678,1,65,One year,DSL,72.45,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
8221-HVAYI,0.06647695578854926,0,35,Two year,DSL,69.15,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
0310-SUCIN,0.06645760498515019,0,71,One year,DSL,84.8,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
1452-UZOSF,0.0664454653642179,0,72,Two year,Fiber optic,106.1,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
0129-QMPDR,0.06644501245358687,0,44,One year,No,20.5,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
2863-IMQDR,0.06640674225424538,0,61,Two year,DSL,89.65,Electronic check,Low Risk,Monthly newsletter — standard engagement
4667-QONEA,0.06640183054705104,0,60,One year,DSL,74.85,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
8169-SAEJD,0.06602307481373249,0,69,Two year,DSL,56.55,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
4024-CSNBY,0.06601191224278803,0,72,Two year,Fiber optic,94.25,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
3720-DBRWL,0.06589558068023048,0,51,Two year,DSL,83.85,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
6418-HNFED,0.06586730740310001,0,51,Two year,DSL,83.25,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
0298-XACET,0.06577030981927762,0,52,Two year,DSL,50.2,Mailed check,Low Risk,Monthly newsletter — standard engagement
1757-TCATG,0.06576216958356455,0,35,One year,No,20.05,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
2192-OZITF,0.06570195046075786,0,45,Two year,DSL,73.55,Mailed check,Low Risk,Monthly newsletter — standard engagement
7622-FWGEW,0.06569438398274816,0,56,Two year,DSL,85.65,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
1333-PBMXB,0.06548620288036186,0,54,One year,No,24.75,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
4342-HFXWS,0.06527222889272172,0,48,One year,DSL,69.7,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
7297-DVYGA,0.06503593492347047,0,51,One year,No,19.85,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
4293-ETKAP,0.0647676785716572,0,65,Two year,DSL,79.4,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
8590-OHDIW,0.06473180480776794,0,38,One year,No,20.3,Mailed check,Low Risk,Monthly newsletter — standard engagement
5656-MJEFC,0.06469167595922806,0,42,Two year,DSL,48.15,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
8067-NIOYM,0.06468805405702983,0,24,Two year,No,21.1,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
6974-DAFLI,0.06468437782796096,0,55,One year,No,19.7,Electronic check,Low Risk,Monthly newsletter — standard engagement
